accession,description,project,species,taxid,tissue,BTO,mods,spectra,proteins,peptides,MS2,MS1,enzyme
13682,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,1088,0,0,0,0,NA
13683,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,1315,0,0,0,0,NA
13684,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,1235,0,0,0,0,NA
13685,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,276,0,0,0,0,NA
13686,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,1406,0,0,0,0,NA
13687,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,1642,0,0,0,0,NA
13688,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,907,0,0,0,0,NA
13689,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,1265,0,0,0,0,NA
13690,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,1574,0,0,0,0,NA
13691,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,691,0,0,0,0,NA
13692,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,1005,0,0,0,0,NA
13693,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,1176,0,0,0,0,NA
13694,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,773,0,0,0,0,NA
13695,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,974,0,0,0,0,NA
13696,Zebra fish fin proteome,Zebra fish fin proteome,Danio rerio (Zebrafish) (Brachydanio rerio),7955, N/A, N/A, N/A,984,0,0,0,0,NA
13697,Effect of stress on protein ubiquitination in Candida albicans,Effect of stress on protein ubiquitination in Candida albicans,Candida albicans (Yeast),5476,cell culture;logarithmic phase culture,BTO:0000214;BTO:0001903,Oxidation;ubiquitination signature dipeptidyl lysine,0,46,579,0,0,NA
13754,Comparative phosphoproteome study of STN8 kinase mutant: Phosphopeptide enriched fraction: soluble fraction of Arabidopsis thaliana col0 wild type shoots; precipitation; strong cation exchange; IMAC/TIO2 affinity chromatography,Comparative phosphoproteome study of STN8 kinase mutant,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Acetylation;Phosphorylation;Acetylation;Carbamidomethyl;Oxidation,5186,1554,5293,0,0,NA
13755,Comparative phosphoproteome study of STN8 kinase mutant: Phosphopeptide enriched fraction: soluble fraction of Arabidopsis thaliana stn8 mutant shoots; precipitation; strong cation exchange; IMAC/TIO2 affinity chromatography,Comparative phosphoproteome study of STN8 kinase mutant,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Acetylation;Phosphorylation;Acetylation;Phosphorylation;Carbamidomethyl;Oxidation,8319,1746,8475,0,0,NA
13756,Comparative phosphoproteome study of STN8 kinase mutant: Phosphopeptide enriched fraction: membrane fraction of Arabidopsis thaliana col0 wild type shoots; precipitation; strong cation exchange; IMAC/TIO2 affinity chromatography,Comparative phosphoproteome study of STN8 kinase mutant,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Acetylation;Acetylation;Oxidation;Carbamidomethyl,8504,1856,8665,0,0,NA
13757,Comparative phosphoproteome study of STN8 kinase mutant: Phosphopeptide enriched fraction: membrane fraction of Arabidopsis thaliana stn8 mutant shoots; precipitation; strong cation exchange; IMAC/TIO2 affinity chromatography,Comparative phosphoproteome study of STN8 kinase mutant,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Acetylation;Carbamidomethyl;Acetylation;Oxidation,8296,1791,8470,0,0,NA
13758,Comparative phosphoproteome study of STN8 kinase mutant: Flow through fraction: soluble fraction of Arabidopsis thaliana col0 wild type shoots; precipitation; strong cation exchange; IMAC/TIO2 affinity chromatography,Comparative phosphoproteome study of STN8 kinase mutant,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Acetylation;Carbamidomethyl;Acetylation;Oxidation,3893,1126,4010,0,0,NA
13759,Comparative phosphoproteome study of STN8 kinase mutant: Flow through fraction: membrane fraction of Arabidopsis thaliana col0 wild type shoots; precipitation; strong cation exchange; IMAC/TIO2 affinity chromatography,Comparative phosphoproteome study of STN8 kinase mutant,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Acetylation;Phosphorylation;Carbamidomethyl;Acetylation;Oxidation,7257,1553,7600,0,0,NA
13760,Comparative phosphoproteome study of STN8 kinase mutant: Flow through fraction: soluble fraction of Arabidopsis thaliana stn8 mutant shoots; precipitation; strong cation exchange; IMAC/TIO2 affinity chromatography,Comparative phosphoproteome study of STN8 kinase mutant,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Carbamidomethyl;Oxidation;Acetylation;Acetylation,9411,1627,9706,0,0,NA
13761,Comparative phosphoproteome study of STN8 kinase mutant: Flow through fraction: membrane fraction of Arabidopsis thaliana stn8 mutant shoots; precipitation; strong cation exchange; IMAC/TIO2 affinity chromatography,Comparative phosphoproteome study of STN8 kinase mutant,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Acetylation;Phosphorylation;Carbamidomethyl;Oxidation;Acetylation,10030,1704,10507,0,0,NA
13942,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,7,1,7,0,0,NA
13943,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A, N/A,5,1,5,0,0,NA
13944,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,6,1,6,0,0,NA
13945,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,16,1,16,0,0,NA
13946,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,304,1,304,0,0,NA
13947,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,22,1,22,0,0,NA
13948,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A, N/A,17,1,17,0,0,NA
13949,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,6,1,6,0,0,NA
13950,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,12,1,12,0,0,NA
13951,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,10,1,10,0,0,NA
13952,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,19,1,19,0,0,NA
13953,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,5,1,5,0,0,NA
13954,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,3,1,3,0,0,NA
13955,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,11,1,11,0,0,NA
13956,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A, N/A,5,1,5,0,0,NA
13957,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,18,1,18,0,0,NA
13958,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,15,1,15,0,0,NA
13959,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,12,1,12,0,0,NA
13960,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,44,1,44,0,0,NA
13961,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,8,1,8,0,0,NA
13962,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,8,1,8,0,0,NA
13963,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A, N/A,6,1,6,0,0,NA
13964,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A, N/A,6,1,6,0,0,NA
13965,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,14,1,14,0,0,NA
13966,PAH Lung Proteomics,PAH Lung Proteomics,Homo sapiens (Human),9606, N/A, N/A,Carbamidomethyl,6,1,6,0,0,NA
14818,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Carbamidomethyl;Oxidation,603,94,603,0,0,NA
14819,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Oxidation;Carbamidomethyl,726,130,726,0,0,NA
14820,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Oxidation;Carbamidomethyl,959,138,959,0,0,NA
14821,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Carbamidomethyl;Oxidation;Phosphorylation,867,131,867,0,0,NA
14822,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Oxidation;Carbamidomethyl,617,114,617,0,0,NA
14823,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Carbamidomethyl;Oxidation,630,94,630,0,0,NA
14824,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Carbamidomethyl;Oxidation,804,118,804,0,0,NA
14825,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Carbamidomethyl;Oxidation,897,118,897,0,0,NA
14826,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Carbamidomethyl;Oxidation,2662,127,726,0,0,NA
14827,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Carbamidomethyl;Oxidation,840,129,840,0,0,NA
14828,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Oxidation;Carbamidomethyl;Phosphorylation,911,134,911,0,0,NA
14829,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Oxidation;Carbamidomethyl;Phosphorylation,956,138,956,0,0,NA
14830,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Carbamidomethyl;Oxidation,595,94,595,0,0,NA
14831,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Oxidation;Carbamidomethyl,324,28,324,0,0,NA
14832,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Carbamidomethyl;Oxidation,860,129,860,0,0,NA
14833,Chitin-binding and phosphorylation of Arabidopsis CERK1,Chitin-binding and phosphorylation of Arabidopsis CERK1,Arabidopsis thaliana (Mouse-ear cress),3702, N/A, N/A,Phosphorylation;Oxidation;Carbamidomethyl,932,135,932,0,0,NA
14860,Protein profiling upon miR-17-92 induction.,Protein profiling upon miR-17-92 induction.,Homo sapiens (Human),9606,neuroblastoma cell line,BTO:0000932,13C(6) Silac label;Acetylation;Deamination;13C(6) Silac label;Oxidation;alkylated residue,62974,4891,62974,62974,0,NA
14971,"Total aphid extract, biological replicate 1, Band 10",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,14732,0,0,0,0,NA
14972,"Total aphid extract, biological replicate 1, Band 1",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,13353,0,0,0,0,NA
14973,"Total aphid extract, biological replicate 1, Band 2",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,13083,0,0,0,0,NA
14974,"Total aphid extract, biological replicate 1, Band 3",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,17390,0,0,0,0,NA
14975,"Total aphid extract, biological replicate 1, Band 4",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,16313,0,0,0,0,NA
14976,"Total aphid extract, biological replicate 1, Band 5",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,18033,0,0,0,0,NA
14977,"Total aphid extract, biological replicate 1, Band 6",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,15532,0,0,0,0,NA
14978,"Total aphid extract, biological replicate 1, Band 7",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,13126,0,0,0,0,NA
14979,"Total aphid extract, biological replicate 1, Band 8",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,12032,0,0,0,0,NA
14980,"Total aphid extract, biological replicate 1, Band 9",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,13312,0,0,0,0,NA
14981,"Total aphid extract, biological replicate 2, Band 10",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,7241,0,0,0,0,NA
14982,"Total aphid extract, biological replicate 2, Band 1",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,17655,0,0,0,0,NA
14983,"Total aphid extract, biological replicate 2, Band 2",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,17546,0,0,0,0,NA
14984,"Total aphid extract, biological replicate 2, Band 3",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,19858,0,0,0,0,NA
14985,"Total aphid extract, biological replicate 2, Band 4",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,17990,0,0,0,0,NA
14986,"Total aphid extract, biological replicate 2, Band 5",Comprehensive proteomic characterization of the Pea aphid/Buchnera symbiotic system,Buchnera aphidicola subsp. Acyrthosiphon pisum (Acyrthosiphon pisum symbiotic bacterium);Acyrthosiphon pisum (Pea aphid),118099;7029, N/A, N/A, N/A,14878,0,0,0,0,NA
